date,country,marketing_channel,signups,kyc_init,kyc_complete,card_activation,first_transaction
7/19/19,ITA,affiliate,97,71,51,47,37
7/19/19,IRL,affiliate,90,71,53,47,36
7/19/19,DEU,other organic,95,71,57,44,30
7/19/19,ITA,direct,98,75,58,48,38
7/20/19,POL,app store,94,76,50,46,39
7/20/19,SVK,display,100,70,54,44,30
7/20/19,BEL,paid social,97,74,51,44,32
7/20/19,BEL,paid social,94,73,52,42,31
7/20/19,IRL,app store,90,77,50,40,34
7/20/19,GRC,organic search,91,78,54,49,34
7/20/19,GRC,organic search,92,70,60,46,36
7/20/19,IRL,paid social,94,73,51,43,37
7/20/19,SVK,paid social,92,73,55,44,37
7/21/19,PRT,paid search,92,72,58,48,35
7/21/19,IRL,partnership,98,79,56,40,35
7/21/19,SVK,organic search,99,76,59,49,33
7/21/19,FRA,direct,93,76,60,48,30
7/21/19,BEL,other organic,100,75,57,44,40
7/21/19,FRA,display,97,72,59,41,39
7/21/19,BEL,app store,93,75,56,48,33
7/21/19,SVK,paid search,93,71,52,45,40
7/22/19,ESP,direct,92,74,52,44,34
7/22/19,NOR,other organic,91,70,58,41,40
7/22/19,NOR,other organic,91,71,53,49,36
7/22/19,FRA,other organic,91,74,51,41,33
7/22/19,FRA,direct,92,70,51,50,35
7/22/19,SVK,other organic,90,80,57,46,34
7/22/19,EST,app store,99,71,51,49,39
7/22/19,ITA,brand influencer,90,70,56,47,39
7/22/19,ESP,paid search,95,76,53,43,35
7/22/19,ITA,other organic,95,74,55,49,39
7/23/19,PRT,paid search,95,78,51,44,30
7/23/19,BEL,affiliate,94,78,52,46,35
7/23/19,DEU,organic search,97,79,54,45,34
7/23/19,GRC,affiliate,100,78,59,43,40
7/23/19,ESP,friend referral,93,72,55,44,37
7/23/19,SVK,paid social,91,76,57,45,37
7/23/19,DEU,affiliate,99,77,57,42,35
7/23/19,DEU,direct,95,80,56,48,40
7/23/19,FRA,organic search,94,79,50,42,30
7/23/19,ESP,app store,97,70,53,41,34
7/23/19,FRA,organic search,94,80,51,41,30
7/23/19,BEL,app store,97,73,52,49,32
7/23/19,ESP,organic search,93,72,58,50,38
7/24/19,FRA,display,91,74,60,49,36
7/24/19,POL,direct,92,72,58,40,33
7/24/19,ESP,friend referral,99,78,50,45,40
7/24/19,DEU,friend referral,93,72,53,46,32
7/24/19,ITA,friend referral,90,80,52,40,32
7/24/19,BEL,app store,98,78,51,50,37
7/24/19,BEL,paid social,98,70,58,44,34
7/24/19,ESP,organic search,100,75,56,49,32
7/25/19,ESP,friend referral,96,76,57,41,39
7/25/19,ESP,affiliate,97,77,52,42,38
7/25/19,POL,partnership,95,76,60,45,40
7/25/19,EST,paid social,97,72,52,50,31
7/25/19,FRA,organic search,94,75,52,47,38
7/25/19,GRC,friend referral,90,80,52,48,35
7/25/19,DEU,direct,93,80,55,50,33
7/25/19,GRC,direct,99,73,54,50,36
7/25/19,ITA,paid social,92,80,54,42,31
7/25/19,SVK,direct,97,72,51,46,31
7/25/19,DEU,paid social,98,79,50,47,36
7/25/19,PRT,other organic,97,79,56,47,32
7/25/19,BEL,friend referral,98,74,53,46,37
7/26/19,ITA,organic search,96,73,52,50,39
7/26/19,IRL,direct,94,78,52,42,30
7/26/19,PRT,organic search,91,80,57,49,38
7/26/19,GRC,direct,93,76,59,40,34
7/26/19,POL,app store,90,70,54,46,31
7/26/19,BEL,friend referral,91,77,55,50,31
7/26/19,ITA,app store,94,77,50,47,40
7/26/19,ESP,paid search,100,73,59,40,30
7/26/19,PRT,app store,99,74,53,50,30
7/26/19,BEL,direct,90,79,59,42,33
7/26/19,GRC,direct,91,80,54,45,36
7/26/19,IRL,direct,99,78,53,46,38
7/26/19,ITA,other organic,100,79,58,40,31
7/27/19,FRA,organic search,97,70,57,49,32
7/27/19,SVK,affiliate,97,70,51,48,32
7/27/19,EST,organic search,92,76,53,47,34
7/27/19,SVK,partnership,94,74,60,50,30
7/27/19,ESP,other organic,96,72,51,43,38
7/27/19,IRL,app store,96,78,50,50,33
7/27/19,EST,friend referral,92,73,50,45,35
7/27/19,FRA,paid search,93,70,59,43,38
7/27/19,GRC,paid social,100,78,55,44,36
7/27/19,PRT,paid search,92,79,51,47,30
7/27/19,ESP,app store,98,70,57,40,34
7/27/19,ITA,other organic,94,80,60,41,39
7/27/19,FRA,direct,93,76,58,43,33
7/27/19,IRL,affiliate,99,78,55,44,36
7/27/19,FRA,paid social,97,80,51,46,35
7/27/19,IRL,app store,92,74,59,48,30
7/27/19,ESP,other organic,93,76,57,47,36
7/28/19,IRL,direct,92,78,50,47,37
7/28/19,ESP,app store,96,78,50,42,34
7/28/19,ITA,paid search,94,73,55,42,31
7/28/19,FRA,organic search,91,80,50,45,39
7/28/19,PRT,paid search,95,70,55,45,31
7/28/19,BEL,friend referral,96,77,52,46,38
7/28/19,DEU,brand influencer,92,79,57,44,40
7/28/19,DEU,organic search,94,78,55,48,35
7/28/19,SVK,direct,96,70,60,49,40
7/28/19,FRA,other organic,93,77,54,45,30
7/28/19,ESP,app store,97,71,56,44,38
7/29/19,EST,organic search,95,70,54,41,32
7/29/19,ITA,friend referral,95,73,57,48,31
7/29/19,IRL,organic search,97,75,50,44,35
7/29/19,IRL,friend referral,95,70,56,46,31
7/29/19,PRT,display,92,80,51,47,36
7/29/19,SVK,friend referral,95,79,58,48,37
7/29/19,BEL,friend referral,90,71,53,49,34
7/29/19,DEU,affiliate,90,77,58,45,33
7/29/19,GRC,friend referral,99,76,58,47,40
7/29/19,DEU,organic search,95,75,51,48,31
7/29/19,ESP,paid search,99,78,57,50,39
7/29/19,DEU,paid social,93,70,54,49,38
7/29/19,GRC,friend referral,90,71,53,40,39
7/29/19,GRC,paid search,92,77,56,44,40
7/29/19,PRT,paid search,96,79,56,44,36
7/29/19,EST,friend referral,99,77,59,44,31
7/29/19,ESP,other organic,90,70,59,45,35
7/30/19,PRT,app store,94,80,54,43,30
7/30/19,BEL,organic search,99,71,59,48,40
7/30/19,PRT,friend referral,90,76,53,43,40
7/30/19,PRT,display,98,79,53,41,31
7/30/19,EST,direct,95,79,57,42,38
7/30/19,NOR,affiliate,90,78,56,41,40
7/30/19,PRT,organic search,96,74,54,41,34
7/30/19,EST,friend referral,100,80,58,40,38
7/30/19,FRA,direct,91,77,51,50,38
7/30/19,GRC,organic search,94,70,52,41,38
7/30/19,ESP,paid search,97,71,57,50,37
7/30/19,PRT,friend referral,96,70,52,46,39
7/30/19,SVK,friend referral,94,74,50,43,35
8/1/19,ITA,direct,90,71,60,47,34
8/1/19,ESP,direct,92,75,55,50,34
8/1/19,GRC,organic search,90,76,56,42,34
8/1/19,FRA,affiliate,100,70,51,43,30
8/1/19,FRA,organic search,90,72,55,42,34
8/1/19,ESP,other organic,90,79,52,43,36
8/1/19,EST,direct,97,79,58,40,32
8/1/19,ITA,other organic,98,72,60,40,37
8/2/19,BEL,direct,95,79,53,48,32
8/2/19,PRT,paid social,98,71,54,42,40
8/2/19,SVK,organic search,97,72,52,48,34
8/2/19,POL,affiliate,93,75,60,46,39
8/2/19,FRA,organic search,93,71,52,41,37
8/2/19,PRT,paid search,96,74,55,44,40
8/2/19,IRL,display,91,80,53,46,34
8/2/19,IRL,other organic,90,77,57,46,37
8/2/19,ITA,other organic,100,80,51,44,37
8/2/19,EST,app store,96,79,60,44,39
8/2/19,ITA,friend referral,94,75,53,49,30
8/2/19,EST,friend referral,99,73,56,47,37
8/2/19,FRA,direct,96,77,58,41,37
8/2/19,BEL,other organic,91,77,52,47,31
8/2/19,DEU,organic search,94,71,55,48,31
8/2/19,PRT,friend referral,99,77,60,43,39
8/2/19,FRA,paid search,100,74,51,44,31
8/3/19,FRA,partnership,96,75,50,49,35
8/3/19,IRL,affiliate,90,79,54,45,38
8/3/19,POL,friend referral,99,80,60,47,33
8/3/19,EST,friend referral,98,79,50,43,36
8/3/19,ESP,affiliate,91,79,53,50,31
8/3/19,FRA,display,93,75,52,50,34
8/3/19,GRC,paid search,91,71,52,41,33
8/3/19,DEU,organic search,94,71,50,47,36
8/3/19,PRT,organic search,90,70,52,43,37
8/3/19,ITA,other organic,99,76,53,47,32
8/3/19,SVK,affiliate,93,75,50,40,34
8/3/19,IRL,organic search,94,74,53,44,30
8/3/19,BEL,organic search,98,72,53,40,32
8/3/19,ESP,app store,90,78,58,46,36
8/3/19,GRC,organic search,92,74,56,41,37
8/3/19,EST,other organic,93,76,52,48,33
8/3/19,ESP,organic search,97,71,51,45,38
8/4/19,IRL,organic search,92,74,53,40,32
8/4/19,IRL,affiliate,93,80,55,50,35
8/4/19,SVK,affiliate,94,74,57,50,36
8/4/19,FRA,affiliate,96,76,51,49,32
8/4/19,DEU,app store,95,73,51,42,33
8/4/19,ESP,other organic,90,78,55,47,34
8/4/19,ESP,organic search,95,77,60,46,34
8/4/19,FRA,friend referral,96,74,53,45,38
8/4/19,ESP,direct,97,80,52,48,35
8/4/19,PRT,app store,96,78,50,46,30
8/4/19,FRA,friend referral,91,80,59,45,33
8/4/19,PRT,organic search,95,73,51,42,39
8/4/19,EST,organic search,93,77,51,49,31
8/5/19,SVK,paid social,91,76,60,48,37
8/5/19,GRC,paid search,90,72,58,42,30
8/5/19,POL,paid search,95,73,51,47,36
8/5/19,SVK,friend referral,96,72,60,47,37
8/5/19,IRL,paid search,94,73,51,41,31
8/5/19,IRL,other organic,92,80,55,48,32
8/5/19,DEU,display,100,73,56,47,40
8/5/19,DEU,organic search,94,78,53,47,33
8/6/19,POL,friend referral,90,79,60,45,35
8/6/19,POL,other organic,92,73,60,45,34
8/6/19,ESP,organic search,96,73,51,44,37
8/6/19,SVK,paid search,94,70,60,44,31
8/6/19,BEL,paid social,91,71,55,43,30
8/6/19,EST,app store,98,70,55,50,40
8/6/19,IRL,affiliate,93,72,50,46,33
8/6/19,GRC,app store,90,70,59,50,37
8/6/19,ESP,paid social,92,75,57,45,30
8/6/19,PRT,direct,95,77,50,50,30
8/6/19,ESP,other organic,96,76,52,46,31
8/7/19,NOR,organic search,90,70,53,50,40
8/7/19,ESP,direct,98,70,60,40,40
8/7/19,BEL,friend referral,97,75,50,40,33
8/7/19,PRT,app store,90,70,50,43,30
8/7/19,SVK,paid social,98,70,60,49,39
8/7/19,BEL,display,95,75,56,40,35
8/7/19,ESP,other organic,98,75,51,43,30
8/7/19,EST,paid social,94,73,57,42,35
8/7/19,PRT,other organic,93,76,52,41,32
8/7/19,ESP,direct,93,79,55,46,37
8/7/19,ESP,other organic,94,77,53,47,33
8/7/19,DEU,display,92,76,52,47,39
8/7/19,GRC,direct,98,71,56,42,33
8/7/19,DEU,direct,95,79,52,42,36
8/7/19,GRC,direct,92,72,55,42,30
8/8/19,DEU,paid search,99,74,50,47,38
8/8/19,SVK,other organic,94,73,56,40,30
8/8/19,ITA,other organic,90,78,52,46,32
8/8/19,IRL,organic search,91,75,51,43,35
8/8/19,FRA,direct,94,73,58,42,35
8/9/19,FRA,paid search,92,78,60,47,32
8/9/19,NOR,direct,98,76,55,48,36
8/9/19,NOR,paid search,97,73,56,50,33
8/9/19,FRA,affiliate,95,72,52,49,32
8/9/19,PRT,other organic,92,72,50,45,40
8/9/19,IRL,partnership,93,71,52,43,40
8/9/19,DEU,brand influencer,99,79,58,47,34
8/9/19,ITA,other organic,93,70,55,49,32
8/9/19,DEU,affiliate,94,70,52,40,30
8/9/19,ITA,app store,100,71,51,40,38
8/9/19,IRL,other organic,93,77,51,45,38
8/9/19,ESP,direct,94,73,50,44,34
8/9/19,FRA,direct,94,79,54,50,34
8/9/19,IRL,affiliate,92,76,53,43,32
8/9/19,IRL,paid search,95,70,55,48,33
8/10/19,IRL,organic search,96,79,53,43,34
8/10/19,ESP,direct,95,80,58,47,30
8/10/19,GRC,friend referral,93,76,52,47,32
8/10/19,ITA,friend referral,98,70,50,45,40
8/10/19,DEU,paid social,95,75,52,48,39
8/10/19,IRL,display,98,72,50,50,32
8/10/19,FRA,affiliate,93,80,56,45,32
8/10/19,BEL,organic search,95,78,53,48,37
8/10/19,ITA,direct,96,71,54,40,39
8/10/19,PRT,app store,95,71,60,48,36
8/10/19,EST,organic search,93,73,56,42,31
8/10/19,IRL,organic search,95,70,54,42,40
8/10/19,ESP,friend referral,94,77,58,45,31
8/10/19,PRT,direct,99,75,55,42,31
8/10/19,IRL,paid social,95,79,51,43,30
8/11/19,EST,affiliate,95,80,56,45,36
8/11/19,EST,direct,90,70,57,43,35
8/11/19,ITA,paid search,100,78,50,42,35
8/11/19,EST,other organic,93,70,55,43,39
8/11/19,ITA,affiliate,93,78,50,43,39
8/11/19,BEL,paid search,99,80,59,44,30
8/11/19,BEL,app store,97,72,59,50,39
8/11/19,EST,paid search,99,79,55,43,37
8/11/19,EST,other organic,100,78,54,50,32
8/12/19,GRC,display,97,72,58,50,36
8/12/19,ESP,paid social,100,74,57,44,30
8/12/19,DEU,affiliate,99,78,51,46,39
8/12/19,PRT,paid search,93,75,55,43,36
8/12/19,DEU,direct,94,73,55,42,40
8/12/19,SVK,organic search,94,73,56,41,33
8/12/19,PRT,app store,90,74,58,41,37
8/12/19,GRC,direct,97,71,53,44,39
8/12/19,SVK,direct,95,80,50,43,32
8/12/19,ESP,app store,90,71,55,48,30
8/12/19,ESP,friend referral,98,78,53,47,38
8/12/19,PRT,direct,90,76,57,49,36
8/12/19,DEU,paid search,95,76,58,44,35
8/13/19,ESP,paid search,90,77,54,45,33
8/13/19,ESP,paid search,92,73,57,41,31
8/13/19,NOR,partnership,98,76,51,46,30
8/13/19,IRL,paid social,92,71,51,48,38
8/13/19,PRT,organic search,97,77,51,50,32
8/13/19,SVK,organic search,98,71,53,41,32
8/13/19,EST,organic search,96,72,51,48,33
8/13/19,GRC,affiliate,98,78,56,47,32
8/13/19,GRC,organic search,98,77,56,46,34
8/13/19,ESP,paid search,91,77,52,43,38
8/13/19,PRT,paid search,96,74,54,42,32
8/13/19,EST,organic search,100,73,59,44,40
8/13/19,SVK,other organic,93,72,60,44,34
8/13/19,DEU,affiliate,98,75,51,41,36
8/13/19,SVK,direct,94,78,56,42,34
8/14/19,DEU,paid social,96,77,59,49,32
8/14/19,EST,app store,90,80,59,40,36
8/14/19,FRA,paid search,93,76,58,40,31
8/14/19,SVK,app store,97,77,50,44,35
8/14/19,BEL,paid search,99,79,60,49,36
8/14/19,EST,paid social,95,80,58,40,36
8/14/19,BEL,other organic,99,79,53,45,37
8/14/19,GRC,friend referral,100,70,50,50,37
8/14/19,ESP,friend referral,91,77,57,40,35
8/14/19,IRL,app store,96,74,60,43,30
8/14/19,IRL,paid social,99,78,54,44,34
8/14/19,SVK,paid search,97,76,56,40,34
8/14/19,IRL,other organic,99,70,53,42,34
8/15/19,BEL,paid social,97,72,55,44,34
8/15/19,PRT,paid social,98,71,50,45,35
8/15/19,ITA,paid search,95,74,55,44,39
8/15/19,SVK,direct,92,75,52,46,31
8/15/19,BEL,paid social,96,78,53,45,39
8/15/19,SVK,paid search,90,73,57,45,34
8/15/19,BEL,organic search,97,71,54,40,36
8/16/19,IRL,direct,91,71,58,49,38
8/16/19,ESP,affiliate,94,70,54,48,37
8/16/19,IRL,paid search,92,70,57,47,34
8/16/19,EST,other organic,91,78,53,48,39
8/16/19,PRT,other organic,91,77,51,40,32
8/16/19,DEU,friend referral,94,71,60,49,33
8/17/19,BEL,paid search,96,78,56,47,37
8/17/19,ITA,paid search,93,79,50,40,36
8/17/19,PRT,partnership,90,80,52,44,30
8/17/19,FRA,other organic,99,78,59,42,32
8/17/19,IRL,partnership,98,70,58,42,33
8/17/19,PRT,friend referral,97,80,52,50,35
8/17/19,ITA,partnership,92,74,55,45,35
8/17/19,ESP,partnership,90,72,57,49,39
8/17/19,IRL,paid social,95,74,58,45,35
8/17/19,EST,friend referral,97,79,51,45,36
8/17/19,ITA,other organic,92,80,58,49,35
8/17/19,BEL,paid search,90,78,50,45,36
8/17/19,SVK,other organic,97,72,54,41,37
8/17/19,IRL,app store,98,76,54,50,35
8/17/19,GRC,paid search,95,76,59,50,31
8/17/19,ESP,paid search,97,77,55,45,36
8/17/19,SVK,direct,95,77,57,48,35
8/18/19,BEL,paid social,95,73,58,42,40
8/18/19,EST,app store,96,71,56,42,34
8/18/19,POL,other organic,97,78,53,44,40
8/18/19,ESP,display,98,73,60,46,39
8/18/19,BEL,organic search,99,71,56,50,37
8/18/19,PRT,paid social,91,70,52,42,33
8/18/19,GRC,organic search,92,75,56,44,35
8/18/19,GRC,direct,99,74,58,49,37
8/18/19,EST,organic search,95,78,52,47,35
8/18/19,EST,app store,100,70,52,44,30
8/18/19,ESP,affiliate,90,79,54,46,30
8/18/19,IRL,organic search,94,79,56,44,33
8/18/19,IRL,other organic,95,79,58,46,38
8/18/19,DEU,affiliate,98,71,60,50,34
8/19/19,PRT,partnership,99,70,51,46,37
8/19/19,GRC,organic search,95,72,52,49,40
8/19/19,ESP,paid search,90,70,60,49,33
8/19/19,SVK,affiliate,92,80,55,44,40
8/19/19,BEL,paid search,100,72,53,47,36
8/19/19,ESP,other organic,92,73,50,42,30
8/19/19,PRT,paid social,92,71,58,48,36
8/19/19,ITA,friend referral,98,77,53,49,40
8/19/19,EST,app store,93,76,51,49,31
8/19/19,EST,friend referral,99,70,60,41,33
8/20/19,EST,display,90,73,51,40,30
8/20/19,DEU,friend referral,93,72,52,45,33
8/20/19,FRA,affiliate,92,80,57,50,38
8/20/19,PRT,paid search,99,76,57,40,39
8/20/19,BEL,paid search,91,78,52,48,30
8/20/19,EST,other organic,99,79,55,50,30
8/20/19,SVK,app store,94,75,51,46,30
8/21/19,FRA,display,100,73,57,48,37
8/21/19,FRA,brand influencer,93,73,57,40,37
8/21/19,DEU,organic search,92,76,51,49,37
8/21/19,SVK,other organic,98,75,52,47,40
8/21/19,GRC,direct,93,77,60,40,30
8/21/19,SVK,paid social,99,76,55,50,38
8/21/19,GRC,app store,96,77,54,49,39
8/21/19,ESP,organic search,94,80,60,41,40
8/21/19,FRA,affiliate,93,76,56,48,40
8/22/19,GRC,display,97,75,56,50,38
8/22/19,PRT,app store,96,72,57,47,31
8/22/19,SVK,display,99,77,52,45,34
8/22/19,ITA,affiliate,97,78,51,50,30
8/22/19,ESP,brand influencer,95,80,57,50,35
8/22/19,FRA,paid search,99,78,55,48,39
8/22/19,BEL,organic search,90,80,54,43,30
8/22/19,IRL,other organic,95,77,54,43,32
8/22/19,IRL,other organic,97,72,50,40,40
8/22/19,PRT,friend referral,96,73,60,48,40
8/22/19,EST,friend referral,95,77,55,44,33
8/22/19,BEL,other organic,99,74,60,45,40
8/22/19,SVK,friend referral,94,79,50,41,36
8/22/19,ESP,friend referral,95,70,53,45,33
8/22/19,ITA,friend referral,98,73,54,41,30
8/22/19,GRC,other organic,98,72,54,40,34
8/23/19,SVK,other organic,92,76,54,50,34
8/23/19,IRL,affiliate,90,80,58,49,35
8/23/19,PRT,friend referral,100,79,57,43,39
8/23/19,ESP,other organic,100,80,51,50,38
8/23/19,ESP,organic search,100,75,55,47,39
8/23/19,PRT,direct,95,80,58,49,36
8/23/19,POL,paid search,91,79,51,40,36
8/23/19,ITA,paid social,98,77,57,42,34
8/23/19,POL,app store,92,70,60,42,32
8/23/19,ITA,organic search,97,71,60,40,39
8/23/19,PRT,paid search,100,71,57,47,34
8/23/19,GRC,friend referral,99,77,59,49,39
8/23/19,ITA,direct,93,73,50,44,35
8/23/19,SVK,other organic,95,78,55,44,34
8/23/19,EST,organic search,97,72,56,48,34
8/23/19,BEL,affiliate,94,74,57,44,36
8/24/19,PRT,brand influencer,93,76,58,41,31
8/24/19,FRA,other organic,90,74,52,41,31
8/24/19,SVK,app store,94,72,51,43,33
8/24/19,ESP,organic search,93,70,58,47,39
8/24/19,EST,app store,96,78,52,43,33
8/24/19,FRA,paid search,95,80,58,50,30
8/24/19,ESP,friend referral,94,72,51,48,39
8/24/19,GRC,organic search,98,79,50,44,38
8/24/19,PRT,friend referral,99,80,59,44,40
8/24/19,ITA,app store,98,80,60,47,32
8/24/19,IRL,paid search,100,79,57,50,30
8/24/19,IRL,other organic,93,78,53,40,40
8/24/19,PRT,organic search,98,76,57,40,31
8/24/19,ESP,direct,96,76,55,45,33
8/24/19,SVK,direct,94,78,51,50,34
8/25/19,DEU,organic search,94,74,60,49,31
8/25/19,PRT,paid search,90,80,60,41,39
8/25/19,BEL,direct,96,74,59,46,36
8/25/19,IRL,app store,90,74,51,49,40
8/25/19,DEU,affiliate,96,76,54,49,36
8/25/19,ITA,organic search,98,70,51,43,32
8/25/19,ITA,organic search,92,73,53,41,32
8/26/19,FRA,affiliate,99,73,60,49,30
8/26/19,IRL,organic search,98,78,56,40,38
8/26/19,ITA,organic search,99,75,57,50,39
8/26/19,ITA,direct,99,75,54,47,33
8/26/19,IRL,display,90,79,60,44,36
8/26/19,PRT,direct,94,80,57,41,40
8/26/19,ESP,paid search,93,77,60,47,38
8/26/19,DEU,other organic,98,74,58,48,30
8/26/19,DEU,affiliate,94,74,54,43,39
8/26/19,SVK,direct,100,76,56,45,31
8/26/19,SVK,affiliate,98,71,59,47,32
8/26/19,IRL,direct,97,79,54,40,32
8/26/19,DEU,paid social,96,71,50,48,31
8/27/19,IRL,friend referral,93,75,54,44,34
8/27/19,PRT,app store,92,79,60,44,38
8/27/19,IRL,paid search,90,80,56,45,31
8/27/19,DEU,friend referral,94,73,60,44,38
8/27/19,POL,display,95,78,56,45,35
8/27/19,GRC,partnership,98,76,55,41,30
8/27/19,EST,app store,95,71,54,50,32
8/27/19,FRA,brand influencer,97,74,60,46,37
8/27/19,SVK,affiliate,90,74,52,40,36
8/27/19,ESP,paid social,90,73,54,48,34
8/27/19,IRL,app store,100,77,54,47,39
8/27/19,DEU,paid search,100,70,54,48,38
8/27/19,IRL,organic search,95,75,53,42,36
8/27/19,ITA,app store,96,79,54,46,38
8/27/19,PRT,other organic,90,80,60,45,37
8/27/19,GRC,friend referral,96,73,58,50,31
8/28/19,DEU,paid social,92,76,59,44,34
8/28/19,ESP,app store,92,75,55,44,39
8/28/19,NOR,organic search,97,77,60,48,30
8/28/19,SVK,friend referral,97,80,50,44,35
8/28/19,ESP,other organic,96,76,52,43,30
8/28/19,SVK,paid social,93,72,58,43,37
8/28/19,FRA,affiliate,94,73,51,40,32
8/28/19,IRL,paid social,97,74,51,45,30
8/28/19,PRT,friend referral,96,78,53,48,31
8/28/19,IRL,paid search,93,73,60,41,35
8/28/19,PRT,friend referral,98,74,53,40,30
8/28/19,SVK,other organic,100,80,59,42,32
8/29/19,DEU,app store,98,74,51,43,30
8/29/19,FRA,affiliate,93,78,59,49,34
8/29/19,DEU,display,92,75,59,44,34
8/29/19,POL,paid social,95,73,60,49,39
8/29/19,SVK,partnership,91,78,50,41,35
8/29/19,GRC,partnership,92,74,55,50,37
8/29/19,DEU,affiliate,94,71,50,43,38
8/29/19,ITA,friend referral,92,76,60,44,30
8/29/19,BEL,app store,97,79,56,47,33
8/29/19,ESP,organic search,91,76,51,46,39
8/29/19,GRC,direct,99,74,52,47,32
8/30/19,BEL,friend referral,98,77,58,50,40
8/30/19,ESP,paid social,95,75,50,46,34
8/30/19,GRC,friend referral,91,71,52,48,34
8/30/19,ITA,affiliate,95,78,53,50,33
8/30/19,IRL,direct,92,71,59,47,31
8/30/19,SVK,friend referral,99,72,57,47,40
8/30/19,DEU,paid search,95,77,56,45,32
8/30/19,DEU,app store,94,79,51,40,31
8/30/19,ESP,organic search,90,79,50,46,36
8/30/19,IRL,paid search,97,75,54,43,35
8/30/19,PRT,direct,97,75,53,48,37
9/1/19,SVK,partnership,92,70,59,49,33
9/1/19,BEL,organic search,95,76,57,42,31
9/1/19,DEU,paid search,94,73,55,47,37
9/1/19,IRL,direct,90,73,57,41,39
9/1/19,DEU,friend referral,92,77,55,47,34
9/1/19,EST,paid social,93,74,52,47,36
9/1/19,ITA,partnership,94,72,57,47,30
9/1/19,ESP,paid social,95,72,60,50,32
9/1/19,DEU,friend referral,99,73,58,46,39
9/1/19,FRA,brand influencer,94,75,51,42,33
9/1/19,EST,affiliate,90,78,58,42,39
9/1/19,GRC,organic search,95,73,58,43,34
9/1/19,SVK,affiliate,90,70,55,42,31
9/1/19,ESP,organic search,98,80,50,44,40
9/1/19,FRA,paid social,92,71,60,44,40
9/1/19,FRA,friend referral,98,78,55,45,30
9/1/19,DEU,affiliate,90,77,59,43,39
9/1/19,GRC,friend referral,97,73,51,42,34
9/2/19,DEU,app store,100,71,56,47,37
9/2/19,PRT,other organic,91,74,55,43,34
9/2/19,BEL,app store,90,72,59,44,38
9/2/19,ITA,paid social,92,79,54,47,31
9/2/19,FRA,paid social,91,71,59,40,38
9/2/19,EST,other organic,96,77,59,44,31
9/2/19,ESP,affiliate,94,80,60,48,38
9/2/19,IRL,app store,94,75,55,44,38
9/2/19,SVK,organic search,98,75,55,42,36
9/2/19,IRL,paid search,91,77,53,42,37
9/3/19,PRT,friend referral,90,76,59,45,32
9/3/19,EST,affiliate,92,77,60,43,36
9/3/19,IRL,direct,91,79,60,47,31
9/3/19,EST,paid search,100,79,54,43,33
9/3/19,GRC,app store,100,78,59,43,40
9/3/19,BEL,affiliate,99,78,52,45,31
9/3/19,IRL,direct,95,78,56,50,34
9/3/19,PRT,other organic,94,76,58,43,40
9/3/19,DEU,organic search,91,79,53,45,31
9/3/19,ESP,friend referral,90,78,60,44,30
9/3/19,EST,other organic,95,80,52,43,33
9/4/19,FRA,direct,96,77,54,42,35
9/4/19,POL,friend referral,90,72,57,48,37
9/4/19,POL,paid social,94,73,59,45,34
9/4/19,EST,other organic,92,70,51,50,37
9/4/19,GRC,paid social,91,79,56,42,33
9/4/19,BEL,direct,93,70,50,46,34
9/4/19,PRT,organic search,100,76,58,48,30
9/4/19,EST,direct,99,77,59,40,39
9/4/19,GRC,paid search,94,70,50,42,35
9/4/19,SVK,organic search,97,80,55,41,37
9/4/19,ESP,friend referral,95,76,50,47,39
9/5/19,ITA,affiliate,98,75,60,45,30
9/5/19,ITA,organic search,100,78,51,48,32
9/5/19,SVK,direct,100,76,55,41,32
9/5/19,IRL,app store,90,70,57,43,39
9/5/19,IRL,affiliate,94,79,60,41,38
9/5/19,SVK,organic search,90,70,55,44,34
9/5/19,PRT,friend referral,93,73,60,50,35
9/5/19,DEU,other organic,92,80,51,42,31
9/5/19,FRA,direct,95,75,60,43,35
9/5/19,FRA,paid social,100,72,53,41,36
9/6/19,ESP,app store,93,72,55,41,37
9/6/19,POL,app store,97,72,54,50,35
9/6/19,DEU,affiliate,90,78,55,44,38
9/6/19,IRL,paid social,94,72,53,40,30
9/6/19,GRC,direct,96,76,51,41,40
9/6/19,FRA,friend referral,95,70,55,50,32
9/6/19,SVK,affiliate,100,80,51,48,31
9/6/19,GRC,other organic,100,70,57,42,32
9/6/19,IRL,affiliate,90,77,58,45,33
9/6/19,SVK,organic search,96,77,60,47,35
9/6/19,PRT,paid social,90,70,52,46,40
9/6/19,BEL,organic search,92,70,50,47,39
9/6/19,DEU,paid search,98,76,57,49,33
9/6/19,ITA,direct,92,71,51,41,38
9/6/19,BEL,other organic,99,74,55,40,31
9/6/19,IRL,paid search,90,74,57,43,35
9/6/19,GRC,friend referral,95,71,56,44,37
9/6/19,DEU,paid search,100,79,59,42,33
9/7/19,NOR,paid social,93,70,56,42,32
9/7/19,DEU,brand influencer,91,76,58,45,39
9/7/19,SVK,partnership,96,76,51,44,34
9/7/19,EST,other organic,94,80,58,44,33
9/7/19,EST,paid search,91,73,52,50,39
9/7/19,ITA,paid social,90,71,55,43,34
9/7/19,ESP,paid search,92,70,54,46,36
9/7/19,ESP,organic search,94,76,56,50,35
9/8/19,PRT,direct,99,78,50,42,37
9/8/19,DEU,partnership,92,75,52,44,33
